"BK_CLIENTE","COD_CLIENTE","LOJA_CLIENTE","NOME_CLIENTE","SEGMENTACAO_ATIVIDADE_1","INSTANCIA"
"P |01|SA1T10|D MG|F2531301","F25313","01","CLIENTE SEM IMPOSTOS                    ","      ","01"
"P |01|SA1T10|D MG|F3300101","F33001","01","FINA330 IRRF E PCC                      ","      ","01"
"P |01|SA1T10|D MG|F330BI01","F330BI","01","CLIENTE IR PCC E ISS BI                 ","      ","01"
"P |01|SA1T10|D MG|F4100101","F41001","01","FINA410 CLIENTE 01                      ","      ","01"
"P |01|SA1T10|D MG|F4150101","F41501","01","TST ELIMINACAO RESIDUOS FINA415         ","      ","01"
"P |01|SA1T10|D MG|F4600101","F46001","01","FINA460 PCC E IR                        ","      ","01"
"P |01|SA1T10|D MG|F4600102","F46001","02","FINA460 PCC E IR, ABATIMP = 2           ","      ","01"
"P |01|SA1T10|D MG|F500RA01","F500RA","01","TESTE F500 RA                           ","      ","01"
"P |01|SA1T10|D MG|F600CR01","F600CR","01","CLIENTE F600 COMPENSACAO                ","      ","01"
"P |01|SA1T10|D MG|F791EP01","F791EP","01","FAT HOTEL - EMPRESA PUBLICA             ","      ","01"
"P |01|SA1T10|D MG|F8001401","F80014","01","F80014 JURIDICA                         ","      ","01"
"P |01|SA1T10|D MG|FAB00101","FAB001","01","REINF - CALCULA INSS                    ","      ","01"
"P |01|SA1T10|D MG|FAB00200","FAB002","00","CLIENTE IRPJ NA BAIXA - EMPR. PUBLICA   ","      ","01"
"P |01|SA1T10|D MG|FAB00301","FAB003","01","CLIENTE PCC NABAIXA                     ","      ","01"
"P |01|SA1T10|D MG|FAT00100","FAT001","00","CLIENTE FAT TEST EXISTE OPORTUNIDADE    ","      ","01"
"P |01|SA1T10|D MG|FAT00101","FAT001","01","CLIENTE FATURAMENTO PADRAO              ","      ","01"
"P |01|SA1T10|D MG|FAT00102","FAT001","02","TESTE JSON                              ","      ","01"
"P |01|SA1T10|D MG|FAT00110","FAT001","10","CLIENTE DE IMPRESSAO                    ","      ","01"
"P |01|SA1T10|D MG|FAT00201","FAT002","01","CLIENTE JURIDICO - PADRAO               ","      ","01"
"P |01|SA1T10|D MG|FAT00301","FAT003","01","CLIENTE JURIDICO                        ","      ","01"
"P |01|SA1T10|D MG|FAT00401","FAT004","01","CLIENTE JURIDICO - PADRAO               ","      ","01"
"P |01|SA1T10|D MG|FAT00501","FAT005","01","CLIENTE PESSOA FISICA FAT005 - RISCO A  ","      ","01"
"P |01|SA1T10|D MG|FAT00601","FAT006","01","CLIENTE JURIDICA - PCC                  ","      ","01"
"P |01|SA1T10|D MG|FAT00701","FAT007","01","CLIENTE PCC - P FISICA SEM NATUREZA     ","      ","01"
"P |01|SA1T10|D MG|FAT00801","FAT008","01","CLIENTE PESSOA FISICA - FORA ESTADO     ","      ","01"
"P |01|SA1T10|D MG|FAT00901","FAT009","01","CLIENTE JURIDICO - SEM LIMITE DE CREDITO","      ","01"
"P |01|SA1T10|D MG|FAT01001","FAT010","01","CLIENTE JURIDICO - EXPORTACAO           ","      ","01"
"P |01|SA1T10|D MG|FAT01101","FAT011","01","CLIENTE P.JURIDICA COM VENDEDOR COMISSAO","      ","01"
"P |01|SA1T10|D MG|FAT01201","FAT012","01","CLIENTE P.JURIDICO - CONTR.PARCERIA     ","      ","01"
"P |01|SA1T10|D MG|FAT01301","FAT013","01","CLIENTE P.JURIDICA - COM LIM.CRD        ","      ","01"
"P |01|SA1T10|D MG|FAT01401","FAT014","01","CLIENTE JURIDICO - RISCO E              ","      ","01"
"P |01|SA1T10|D MG|FAT01501","FAT015","01","CLIENTE FAT015-P JURIDCA -RISC A S/IMPOS","      ","01"
"P |01|SA1T10|D MG|FAT01601","FAT016","01","CLIENTE FAT.- BLOQUEIO REGRA            ","      ","01"
"P |01|SA1T10|D MG|FAT01701","FAT017","01","CLIENTE FATURAMENTO COM CONTATO         ","      ","01"
"P |01|SA1T10|D MG|FAT01800","FAT018","00","CLIENTE FAT - BONIFICACAO               ","      ","01"
"P |01|SA1T10|D MG|FAT01900","FAT019","00","CLIENTE FAT - BONIFICACAO POR GRUPO     ","      ","01"
"P |01|SA1T10|D MG|FAT02000","FAT020","00","CLIENTE FAT - REGRAS DE DESCONTO        ","      ","01"
"P |01|SA1T10|D MG|FAT02100","FAT021","00","CLIENTE FAT - DESCONTO POR GRUPO        ","      ","01"
"P |01|SA1T10|D MG|FAT02201","FAT022","01","CLIENTE FATURAMENTO COM NATUREZA        ","      ","01"
"P |01|SA1T10|D MG|FAT02300","FAT023","00","CLIENTE FAT REGRAS DE NEGOCIO           ","      ","01"
"P |01|SA1T10|D MG|FAT02400","FAT024","00","CLIENTE FAT - REGRA DE NEGOCIO GRUPO    ","      ","01"
"P |01|SA1T10|D MG|FAT02500","FAT025","00","CLIENTE FAT - REGRA DE NEGOCIO GRUPO    ","      ","01"
"P |01|SA1T10|D MG|FAT02501","FAT025","01","ATUALIZACAO CAMPO A1_SALPEDL            ","      ","01"
"P |01|SA1T10|D MG|FAT02600","FAT026","00","CLIENTE FAT REGRA DE NEGOCIO            ","      ","01"
"P |01|SA1T10|D MG|FAT02700","FAT027","00","CLIENTE FAT - BONIFICACAO PEDIDO TES    ","      ","01"
"P |01|SA1T10|D MG|FAT02800","FAT028","00","CLIENTE BONIFICACAO - ACUMULATIVA       ","      ","01"
"P |01|SA1T10|D MG|FAT02900","FAT029","00","CLIENTE FAT - BONIFICACAO               ","      ","01"
"P |01|SA1T10|D MG|FAT03000","FAT030","00","CLIENTE FAT BONIFICACAO                 ","      ","01"
"P |01|SA1T10|D MG|FAT03100","FAT031","00","CLIENTE FAT - BONIFICACAO DE TODOS IT.  ","      ","01"
"P |01|SA1T10|D MG|FAT03200","FAT032","00","CLIENTE BONIFICACAO SOM. UM             ","      ","01"
"P |01|SA1T10|D MG|FAT03300","FAT033","00","CLIENTE FAT BONIFICACAO TODOS IT 02     ","      ","01"
"P |01|SA1T10|D MG|FAT03400","FAT034","00","CLIENTE FAT REGRA DE NEGOCIO            ","      ","01"
"P |01|SA1T10|D MG|FAT03401","FAT034","01","FAT SELLOTE                             ","      ","01"
"P |01|SA1T10|D MG|FAT03500","FAT035","00","CLIENTE FAT - REGRA DE NEGOCIO          ","      ","01"
"P |01|SA1T10|D MG|FAT03600","FAT036","00","CLIENTE FAT - REGRA DE DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FAT03700","FAT037","00","CLIENTE FAT - REGRA DE DESCONTO GRUPO   ","      ","01"
"P |01|SA1T10|D MG|FAT03800","FAT038","00","CLIENTE FAT REGRA DE DESCONTO           ","      ","01"
"P |01|SA1T10|D MG|FAT03900","FAT039","00","CLIENTE FAT - REGRA DE DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FAT04000","FAT040","00","CLIENTE FAT - REGRA DE DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FAT04100","FAT041","00","CLIENTE FAT - DESCONTO                  ","      ","01"
"P |01|SA1T10|D MG|FAT04200","FAT042","00","CLIENTE FAT - REGRA DE DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FAT04300","FAT043","00","CLIENTE FAT - REGRA DE DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FAT04400","FAT044","00","CLIENTE FAT - REGRA DE NEGOCIACAO       ","      ","01"
"P |01|SA1T10|D MG|FAT04500","FAT045","00","REGRA - GRUPO DE CLIENTES - RG          ","      ","01"
"P |01|SA1T10|D MG|FAT04600","FAT046","00","CLIENTE FAT - REGRAS DE NEGOCIACAO      ","      ","01"
"P |01|SA1T10|D MG|FAT04700","FAT047","00","CLIENTE - REGRA DE NEGOCIACAO           ","      ","01"
"P |01|SA1T10|D MG|FAT04800","FAT048","00","CLIENTE FAT - REGRAS NEGOCIACAO         ","      ","01"
"P |01|SA1T10|D MG|FAT04900","FAT049","00","CLIENTE FAT - REGRA DE NEGOCIACAO       ","      ","01"
"P |01|SA1T10|D MG|FAT05000","FAT050","00","CLIENTE FAT - REGRA DE NEGOCIACAO       ","      ","01"
"P |01|SA1T10|D MG|FAT05100","FAT051","00","CLIENTE FAT REGRA DE COMERCIALIZACAO    ","      ","01"
"P |01|SA1T10|D MG|FAT05101","FAT051","01","FATURAMENTO SEM IMPOSTOS CT051          ","      ","01"
"P |01|SA1T10|D MG|FAT05201","FAT052","01","CLIENTE FAT - NFE-MDE-PADRAO            ","      ","01"
"P |01|SA1T10|D MG|FAT05301","FAT053","01","CLIENTE JURIDICO - EXPORTACAO           ","      ","01"
"P |01|SA1T10|D MG|FAT05400","FAT054","00","CLIENTE FAT - REGRA DE COMERCIALIZACAO  ","      ","01"
"P |01|SA1T10|D MG|FAT05500","FAT055","00","CLIENTE FAT - REGRA DE COMERCIALIZACAO  ","      ","01"
"P |01|SA1T10|D MG|FAT05600","FAT056","00","CLIENTE FAT - REGRA DE COMERCIALIZACAO  ","      ","01"
"P |01|SA1T10|D MG|FAT05700","FAT057","00","CLIENTE FAT - REGRA DE DESCONTO - NEG   ","      ","01"
"P |01|SA1T10|D MG|FAT05800","FAT058","00","CLIENTE FAT - REGRA DE DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FAT05900","FAT059","00","CLIENTE FAT - REG. DESCONTO C/ LIM.VERBA","      ","01"
"P |01|SA1T10|D MG|FAT06000","FAT060","00","CLIENTE FAT - REG. DESCONTO POR VERBA   ","      ","01"
"P |01|SA1T10|D MG|FAT06100","FAT061","00","CLIENTE FAT - REGRA DE DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FAT06200","FAT062","00","CLIENTE FAT - REGRA DE DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FAT06201","FAT062","01","CLIENTE CT062                           ","      ","01"
"P |01|SA1T10|D MG|FAT06300","FAT063","00","CLIENTE FAT REGRA NEG/DESC              ","      ","01"
"P |01|SA1T10|D MG|FAT06400","FAT064","00","CLIENTE FAT - REG. NEGOCIO + DESCONTO   ","      ","01"
"P |01|SA1T10|D MG|FAT06401","FAT064","01","CLIENTE FAT - PADRAO - RISCO A          ","      ","01"
"P |01|SA1T10|D MG|FAT06500","FAT065","00","CLIENTE FAT - REGRA DE NEG. DESC. ACRESC","      ","01"
"P |01|SA1T10|D MG|FAT06600","FAT066","00","CLIENTE FAT - REG. NEGOCIO DESCONTO     ","      ","01"
"P |01|SA1T10|D MG|FAT06701","FAT067","01","CLIENTE FAT ISS BAHIA                   ","      ","01"
"P |01|SA1T10|D MG|FAT06801","FAT068","01","CLIENTE FAT ISS BH                      ","      ","01"
"P |01|SA1T10|D MG|FAT06900","FAT069","00","CLIENTE FAT - JUNCAO DE REGRAS          ","      ","01"
"P |01|SA1T10|D MG|FAT07000","FAT070","00","CLIENTE FAT - NEGOCIACAO + COMERCIALIZAC","      ","01"
"P |01|SA1T10|D MG|FAT07100","FAT071","00","CLIENTE FAT - NEGOCIACAO + DESCONTO     ","      ","01"
"P |01|SA1T10|D MG|FAT07200","FAT072","00","CLIENTE FAT - COMERCIALIZACAO + DESCONTO","      ","01"
"P |01|SA1T10|D MG|FAT07300","FAT073","00","CLIENTE FAT REGRA DE NEGOCIACAO P/ LINHA","      ","01"
"P |01|SA1T10|D MG|FAT07400","FAT074","00","CLIENTE FAT - ATUALIZA SALDO DE VERBA   ","      ","01"
"P |01|SA1T10|D MG|FAT07501","FAT075","01","CLIENTE FAT - CONTRATO PARCERIA         ","      ","01"
"P |01|SA1T10|D MG|FAT07601","FAT076","01","CLIENTE JURIDICO PADRAO SEM NATUREZA    ","      ","01"
"P |01|SA1T10|D MG|FAT07701","FAT077","01","FAT077 - CLIENTE JUDIDICO PADRAO COM NAU","      ","01"
"P |01|SA1T10|D MG|FAT07801","FAT078","01","CLIENTE FAT COM COMISSAO                ","      ","01"
"P |01|SA1T10|D MG|FAT07901","FAT079","01","CLIENTE FAT PORTAL                      ","      ","01"
"P |01|SA1T10|D MG|FAT08001","FAT080","01","CLIENTE FAT - BLOQUEADO                 ","      ","01"
"P |01|SA1T10|D MG|FAT08101","FAT081","01","CLIENTE ANALISE DE CREDITO LIBERA       ","      ","01"
"P |01|SA1T10|D MG|FAT08201","FAT082","01","CLIENTE ANALISE DE CREDITO REJEITA      ","      ","01"
"P |01|SA1T10|D MG|FAT08301","FAT083","01","CLIENTE AUT GRAVACAO CNO NA NFS         ","      ","01"
"P |01|SA1T10|D MG|FAT08401","FAT084","01","CLIENTE RATEIO EXTERNO                  ","      ","01"
"P |01|SA1T10|D MG|FAT08501","FAT085","01","CLIENTE RATEIO EXT                      ","      ","01"
"P |01|SA1T10|D MG|FAT08601","FAT086","01","CLIENTE CUSTOMIZACLAUCLO BONUS          ","      ","01"
"P |01|SA1T10|D MG|FAT08701","FAT087","01","CLIENTE FATURAMENTO                     ","      ","01"
"P |01|SA1T10|D MG|FAT08801","FAT088","01","CLIENTE PV                              ","      ","01"
"P |01|SA1T10|D MG|FAT08901","FAT089","01","BOATSP EQUIPAMENTOS NAUTICOS LTDA       ","      ","01"
"P |01|SA1T10|D MG|FAT09001","FAT090","01","CLIENTE FATURAMENTO C/PIS/COFINS/RETOPER","      ","01"
"P |01|SA1T10|D MG|FAT10001","FAT100","01","CLIENTE FAT100 COM DESCONTO             ","      ","01"
"P |01|SA1T10|D MG|FAT10101","FAT101","01","CLIENTE FAT101 - PORTAL VENDEDOR        ","      ","01"
"P |01|SA1T10|D MG|FAT10201","FAT102","01","CLIENTE FAT102 - LOJA 01                ","      ","01"
"P |01|SA1T10|D MG|FAT10202","FAT102","02","CLIENTE FAT102 - LOJA 02                ","      ","01"
"P |01|SA1T10|D MG|FAT10501","FAT105","01","CLIENTE FAT105 COM ISS(CE)              ","      ","01"
"P |01|SA1T10|D MG|FAT10601","FAT106","01","FAT PORTAL DO CLIENTE                   ","      ","01"
"P |01|SA1T10|D MG|FAT10701","FAT107","01","FAT107 RISCO B                          ","      ","01"
"P |01|SA1T10|D MG|FAT10801","FAT108","01","CLIENTE FAT RISCO B LIMITE DE CREDITO   ","      ","01"
"P |01|SA1T10|D MG|FAT10901","FAT109","01","CLIENTE FAT RISCO B LIMITE DE CREDITO   ","      ","01"
"P |01|SA1T10|D MG|FAT11001","FAT110","01","TEST SCRRIPT MAT521_048                 ","      ","01"
"P |01|SA1T10|D MG|FAT11101","FAT111","01","CLINETE FAT111 - RISCO A                ","      ","01"
"P |01|SA1T10|D MG|FAT11410","FAT114","10","CLIENTE NOVO ERMERSON ISS               ","      ","01"
"P |01|SA1T10|D MG|FAT11501","FAT115","01","FATURAMENTO ISS EXCLUSAO                ","      ","01"
"P |01|SA1T10|D MG|FAT11601","FAT116","01","CLIENTE ICMS SOLID                      ","      ","01"
"P |01|SA1T10|D MG|FAT11701","FAT117","01","CLIENTE ICMSST MG                       ","      ","01"
"P |01|SA1T10|D MG|FAT11801","FAT118","01","CLIENTE FAT118                          ","      ","01"
"P |01|SA1T10|D MG|FAT11901","FAT119","01","CLIENTE FAT119                          ","      ","01"
"P |01|SA1T10|D MG|FAT12001","FAT120","01","CLIENTE FAT120                          ","      ","01"
"P |01|SA1T10|D MG|FAT12002","FAT120","02","CLIENTE FAT120                          ","      ","01"
"P |01|SA1T10|D MG|FAT12101","FAT121","01","CLIENTE FATURAMENTO CT349               ","      ","01"
"P |01|SA1T10|D MG|FAT15001","FAT150","01","CLIENTE FAT150 - DESPESA FINANCEIRA     ","      ","01"
"P |01|SA1T10|D MG|FAT20001","FAT200","01","CLIENTE FAT200 - GRUPO CLIENTES 000015  ","      ","01"
"P |01|SA1T10|D MG|FAT20201","FAT202","01","CLIENTE FAT NATUREZA BLOQUEADA          ","      ","01"
"P |01|SA1T10|D MG|FAT21001","FAT210","01","FAT210 REGRA DE NEGOCIO                 ","      ","01"
"P |01|SA1T10|D MG|FAT25601","FAT256","01","FATA080 TESTCASE INTERFACE              ","      ","01"
"P |01|SA1T10|D MG|FAT27101","FAT271","01","CLIENTE FAT271 REGRA DESCONTO FAIXA     ","      ","01"
"P |01|SA1T10|D MG|FAT35501","FAT355","01","FAT CLIENTE TEST EXISTE OPORTUNIDADE    ","      ","01"
"P |01|SA1T10|D MG|FAT39901","FAT399","01","FAT PARA EXCLUSAO REGRA NEGOCIO         ","      ","01"
"P |01|SA1T10|D MG|FAT40001","FAT400","01","CLIENTE FATURAMENTO FAT400 - MATR590    ","      ","01"
"P |01|SA1T10|D MG|FAT40101","FAT401","01","CLIENTE FATURAMENTO FAT401 - FATA190    ","      ","01"
"P |01|SA1T10|D MG|FAT40201","FAT402","01","FAT - EXCLUSAO REGRA NEGOCIO            ","      ","01"
"P |01|SA1T10|D MG|FAT40301","FAT403","01","FAT - EXCLUSIVO COPIA REGRA NEGOCIO     ","      ","01"
"P |01|SA1T10|D MG|FAT40401","FAT404","01","FAT - EXCLUSIVO COPIA REGRA DE NEGOCIO  ","      ","01"
"P |01|SA1T10|D MG|FAT41201","FAT412","01","CLIENTE PROG ENTREGA FATURAMENTO        ","      ","01"
"P |01|SA1T10|D MG|FAT50001","FAT500","01","RISCO B - LIB AUTOMATICA - NAO USAR     ","      ","01"
"P |01|SA1T10|D MG|FAT50101","FAT501","01","FATURAMENTO CT034 E CT035 TMK271        ","      ","01"
"P |01|SA1T10|D MG|FAT50201","FAT502","01","CLIENTE CT FATA400.033                  ","      ","01"
"P |01|SA1T10|D MG|FAT61201","FAT612","01","CLIENTE DSERFAT-3700 CT-001             ","      ","01"
"P |01|SA1T10|D MG|FAT70101","FAT701","01","CLIENTE FAT RISCO E                     ","      ","01"
"P |01|SA1T10|D MG|FAT70201","FAT702","01","CLIENTE RISCO E                         ","      ","01"
"P |01|SA1T10|D MG|FAT70501","FAT705","01","CLIENTE FAT705 ORCAMENTO                ","      ","01"
"P |01|SA1T10|D MG|FAT70601","FAT706","01","CLIENTE FAT706 PEDIDO VENDAS            ","      ","01"
"P |01|SA1T10|D MG|FAT70701","FAT707","01","CLIENTE FAT707 REGRA                    ","      ","01"
"P |01|SA1T10|D MG|FAT70801","FAT708","01","CLIENTE FAT RATEIO FRETE/DESP/SEGURO    ","      ","01"
"P |01|SA1T10|D MG|FAT70901","FAT709","01","FAT709 - CLIENTE CONTABILIZ             ","      ","01"
"P |01|SA1T10|D MG|FAT71001","FAT710","01","FAT TRANS NFSE DENTRO ESTADO MG         ","      ","01"
"P |01|SA1T10|D MG|FAT71101","FAT711","01","FAT TRANS NFSE FORA ESTADO MG           ","      ","01"
"P |01|SA1T10|D MG|FAT71201","FAT712","01","CLIENTE FAT REGRA BONIFICACAO           ","      ","01"
"P |01|SA1T10|D MG|FAT71301","FAT713","01","CLIENTE DSERFAT-3700 CT-003             ","      ","01"
"P |01|SA1T10|D MG|FAT71401","FAT714","01","CLIENTE DSERFAT-3700 CT-004             ","      ","01"
"P |01|SA1T10|D MG|FAT71500","FAT715","00","FAT715-EXPORTACAO MOEDA 2               ","      ","01"
"P |01|SA1T10|D MG|FAT71601","FAT716","01","CLIENTE FATURAMENTO LOTE                ","      ","01"
"P |01|SA1T10|D MG|FAT77501","FAT775","01","CLIENTE MUNICIPIO SAO JOSE DOS CAMPOS   ","      ","01"
"P |01|SA1T10|D MG|FAT80001","FAT800","01","CLIENTE FAT TRANS ENTRE CONTAS          ","      ","01"
"P |01|SA1T10|D MG|FAT80101","FAT801","01","CLIENTE FAT TRASNF.ENTRE CONTAS 2       ","      ","01"
"P |01|SA1T10|D MG|FAT80201","FAT802","01","CLIENTE FAT TRANS.CONTAS 3              ","      ","01"
"P |01|SA1T10|D MG|FAT80301","FAT803","01","CLIENTE RA - ADIANTAMENTO               ","      ","01"
"P |01|SA1T10|D MG|FAT900L1","FAT900","L1","FAT900 - PESSOA FISICA                  ","000001","01"
"P |01|SA1T10|D MG|FAT998L1","FAT998","L1","FAT998 - TESTE DE EXCLUCAO              ","      ","01"
"P |01|SA1T10|D MG|FAT999L1","FAT999","L1","FAT999 - PESSOA JURIDICA                ","000001","01"
"P |01|SA1T10|D MG|FATC3401","FATC34","01","FATURAMENTO SELLOTE                     ","      ","01"
"P |01|SA1T10|D MG|FATR0101","FATR01","01","VISUALIZA CLIENTE RISCO E               ","      ","01"
"P |01|SA1T10|D MG|FATR0201","FATR02","01","CLIENTE VISUALIZAR RISCO E              ","      ","01"
"P |01|SA1T10|D MG|FATR0301","FATR03","01","CLIENTE ´RISCO E                        ","      ","01"
"P |01|SA1T10|D MG|FATR0401","FATR04","01","FATR04 - VISUALIZA RISCO E -OPCAO PEDIDO","      ","01"
"P |01|SA1T10|D MG|FATR0501","FATR05","01","FATR05 - RISCO E - POSICAO FINANCEIRA   ","      ","01"
"P |01|SA1T10|D MG|FATR0601","FATR06","01","RISCO E - VISUALIZA PEDIDO              ","      ","01"
"P |01|SA1T10|D MG|FATR0701","FATR07","01","RISCO E - LIBERA PV PARCIAL             ","      ","01"
"P |01|SA1T10|D MG|FATR2201","FATR22","01","FAT COM SEGMENTO E SUBSEGMENTO          ","000001","01"
"P |01|SA1T10|D MG|FATR2301","FATR23","01","FAT CLI 3 LOJAS - 01                    ","      ","01"
"P |01|SA1T10|D MG|FATR2302","FATR23","02","FAT CLI 3 LOJAS - 02                    ","      ","01"
